text,label
Your invoice #8792 has been processed. No action is required unless you have questions for finance. Contact the instructor if you have questions. Use the official portal as usual.,legitimate
A package could not be delivered. Confirm your delivery address and phone number at http://account-billing-check.example-auth.com/login. Your account may be locked. This is urgent and action is required today. Do not ignore this final warning.,phishing
"Your student records system mailbox is over quota. Verify your account immediately at http://rb.gy/checkaccess to keep access. Your account may be locked. Dear user, click here to continue.",phishing
A shared document has been quarantined. Review and release it using your credentials at http://secure-portal-review.example-login.net/verify. Your account may be locked.,phishing
The IT team will perform routine maintenance on the student records system system this Monday. Expect a short service window. This message is for planning purposes only. No immediate action is needed.,legitimate
Student services will extend office hours this week. Visit the help desk if you need support. Use the official portal as usual.,legitimate
IT Support shared a document with you in the official workspace. Open it from the standard team portal. The information is also available in the course workspace.,legitimate
A new invoice is waiting for approval. Sign in at http://198.51.100.24/update to review the document now. Your account may be locked.,phishing
"Your digital library access will be suspended unless you confirm your institutional credentials at http://rb.gy/checkaccess. This is urgent and action is required today. Dear user, click here to continue.",phishing
"Your travel reimbursement is pending. Confirm your employee portal details at http://rb.gy/checkaccess today. For your safety, verify immediately. Failure to comply may result in account suspension. This is urgent and action is required today.",phishing
Your invoice #3301 has been processed. No action is required unless you have questions for finance. The information is also available in the course workspace.,legitimate
"Hello team, the weekly meeting is scheduled for Monday at 12:00. Agenda and notes are attached. This message is for planning purposes only.",legitimate
You are invited to the research seminar on AI safety this Friday at 09:00. This message is for planning purposes only. The information is also available in the course workspace.,legitimate
We detected unusual activity on your document repository account. Reset your password now at http://paypa1-security.example.net/confirm. Do not ignore this final warning. Failure to comply may result in account suspension.,phishing
Your invoice #4406 has been processed. No action is required unless you have questions for finance. Contact the instructor if you have questions. This message is for planning purposes only.,legitimate
A new invoice is waiting for approval. Sign in at http://paypa1-security.example.net/confirm to review the document now. This is urgent and action is required today.,phishing
Benefits enrollment closes today. Verify your employee information at http://rb.gy/checkaccess to avoid losing access. Your account may be locked. Failure to comply may result in account suspension. Do not ignore this final warning.,phishing
Reminder: the Secure Systems lecture starts at 14:00 in room Seminar Room 2. Slides are posted on the learning portal. No immediate action is needed.,legitimate
Reminder: the Cybersecurity Analytics lecture starts at 09:00 in room B05. Slides are posted on the learning portal. No immediate action is needed. This message is for planning purposes only.,legitimate
"Hello team, the weekly meeting is scheduled for Friday at 09:00. Agenda and notes are attached. Contact the instructor if you have questions.",legitimate
The lab timetable has changed. Please see the updated calendar on the class page. Use the official portal as usual.,legitimate
Your invoice #8675 has been processed. No action is required unless you have questions for finance. This message is for planning purposes only. Use the official portal as usual.,legitimate
You are invited to the research seminar on AI safety this Wednesday at 09:00. Contact the instructor if you have questions. The information is also available in the course workspace.,legitimate
The lab timetable has changed. Please see the updated calendar on the class page. This message is for planning purposes only.,legitimate
Student services will extend office hours this week. Visit the help desk if you need support. No immediate action is needed. Contact the instructor if you have questions.,legitimate
IT Support shared a document with you in the official workspace. Open it from the standard team portal. The information is also available in the course workspace.,legitimate
You are invited to the research seminar on phishing defense this Thursday at 14:00. The information is also available in the course workspace. No immediate action is needed.,legitimate
"A shared document has been quarantined. Review and release it using your credentials at http://account-billing-check.example-auth.com/login. Dear user, click here to continue. Your account may be locked.",phishing
"The executive meeting schedule changed. Open the secure document at http://paypa1-security.example.net/confirm and sign in to acknowledge receipt. For your safety, verify immediately. Failure to comply may result in account suspension.",phishing
The lab timetable has changed. Please see the updated calendar on the class page. The information is also available in the course workspace.,legitimate
Student services will extend office hours this week. Visit the help desk if you need support. No immediate action is needed. Use the official portal as usual.,legitimate
Reminder: the Secure Systems lecture starts at 10:30 in room Seminar Room 2. Slides are posted on the learning portal. The information is also available in the course workspace. Contact the instructor if you have questions.,legitimate
You are invited to the research seminar on privacy engineering this Wednesday at 09:00. The information is also available in the course workspace. Use the official portal as usual.,legitimate
You are invited to the research seminar on SOC workflows this Monday at 16:00. Use the official portal as usual.,legitimate
Your invoice #7274 has been processed. No action is required unless you have questions for finance. No immediate action is needed.,legitimate
The library has added new digital resources for Machine Learning. Access them through the normal portal. Contact the instructor if you have questions.,legitimate
Your research cloud mailbox is over quota. Verify your account immediately at http://rb.gy/checkaccess to keep access. Do not ignore this final warning.,phishing
"A new invoice is waiting for approval. Sign in at http://account-billing-check.example-auth.com/login to review the document now. For your safety, verify immediately. Your account may be locked. Do not ignore this final warning.",phishing
Your digital library access will be suspended unless you confirm your institutional credentials at http://secure-portal-review.example-login.net/verify. Do not ignore this final warning.,phishing
"Your document repository account requires verification today. Please confirm your login details at http://account-billing-check.example-auth.com/login to avoid interruption. For your safety, verify immediately.",phishing
The lab timetable has changed. Please see the updated calendar on the class page. The information is also available in the course workspace. No immediate action is needed.,legitimate
"Benefits enrollment closes today. Verify your employee information at http://account-billing-check.example-auth.com/login to avoid losing access. This is urgent and action is required today. For your safety, verify immediately.",phishing
Your network password expires within 4 hours. Reset it immediately using http://paypa1-security.example.net/confirm. Your account may be locked.,phishing
"Your mailbox account requires verification today. Please confirm your login details at http://account-billing-check.example-auth.com/login to avoid interruption. This is urgent and action is required today. Dear user, click here to continue.",phishing
Your mailbox account requires verification today. Please confirm your login details at http://paypa1-security.example.net/confirm to avoid interruption. Do not ignore this final warning. This is urgent and action is required today.,phishing
Reminder: the Machine Learning lecture starts at 10:30 in room B05. Slides are posted on the learning portal. Contact the instructor if you have questions. This message is for planning purposes only.,legitimate
The lab timetable has changed. Please see the updated calendar on the class page. No immediate action is needed. The information is also available in the course workspace.,legitimate
Student services will extend office hours this week. Visit the help desk if you need support. Contact the instructor if you have questions.,legitimate
Reminder: the Secure Systems lecture starts at 14:00 in room B05. Slides are posted on the learning portal. No immediate action is needed.,legitimate
"A package could not be delivered. Confirm your delivery address and phone number at http://198.51.100.24/update. Dear user, click here to continue. This is urgent and action is required today. For your safety, verify immediately.",phishing
"Benefits enrollment closes today. Verify your employee information at http://rb.gy/checkaccess to avoid losing access. Do not ignore this final warning. Dear user, click here to continue. For your safety, verify immediately.",phishing
"A shared document has been quarantined. Review and release it using your credentials at http://paypa1-security.example.net/confirm. Failure to comply may result in account suspension. For your safety, verify immediately.",phishing
"We detected unusual activity on your university portal account. Reset your password now at http://secure-portal-review.example-login.net/verify. Your account may be locked. Dear user, click here to continue.",phishing
We detected unusual activity on your campus VPN account. Reset your password now at http://rb.gy/checkaccess. Your account may be locked. Do not ignore this final warning.,phishing
"Benefits enrollment closes today. Verify your employee information at http://account-billing-check.example-auth.com/login to avoid losing access. For your safety, verify immediately. Do not ignore this final warning. Dear user, click here to continue.",phishing
"We detected unusual activity on your HR portal account. Reset your password now at http://198.51.100.24/update. For your safety, verify immediately. Dear user, click here to continue. Failure to comply may result in account suspension.",phishing
Your document repository mailbox is over quota. Verify your account immediately at http://account-billing-check.example-auth.com/login to keep access. Do not ignore this final warning. Failure to comply may result in account suspension. This is urgent and action is required today.,phishing
"Your network password expires within 4 hours. Reset it immediately using http://account-billing-check.example-auth.com/login. Dear user, click here to continue. Do not ignore this final warning.",phishing
IT Support shared a document with you in the official workspace. Open it from the standard team portal. Use the official portal as usual.,legitimate
"Your HR portal mailbox is over quota. Verify your account immediately at http://paypa1-security.example.net/confirm to keep access. For your safety, verify immediately.",phishing
Dr. Pappas shared a document with you in the official workspace. Open it from the standard team portal. No immediate action is needed.,legitimate
"A package could not be delivered. Confirm your delivery address and phone number at http://account-billing-check.example-auth.com/login. For your safety, verify immediately. Dear user, click here to continue. Do not ignore this final warning.",phishing
The IT team will perform routine maintenance on the student records system system this Wednesday. Expect a short service window. This message is for planning purposes only. Contact the instructor if you have questions.,legitimate
Your travel reimbursement is pending. Confirm your employee portal details at http://secure-portal-review.example-login.net/verify today. Your account may be locked. This is urgent and action is required today. Failure to comply may result in account suspension.,phishing
Reminder: the Digital Forensics lecture starts at 09:00 in room Seminar Room 2. Slides are posted on the learning portal. This message is for planning purposes only. Contact the instructor if you have questions.,legitimate
Your travel reimbursement is pending. Confirm your employee portal details at http://paypa1-security.example.net/confirm today. Failure to comply may result in account suspension. Your account may be locked.,phishing
"We detected unusual activity on your HR portal account. Reset your password now at http://198.51.100.24/update. Dear user, click here to continue.",phishing
Your mailbox account requires verification today. Please confirm your login details at http://rb.gy/checkaccess to avoid interruption. This is urgent and action is required today. Do not ignore this final warning. Your account may be locked.,phishing
You are invited to the research seminar on privacy engineering this Thursday at 12:00. The information is also available in the course workspace.,legitimate
Your travel reimbursement is pending. Confirm your employee portal details at http://secure-portal-review.example-login.net/verify today. Failure to comply may result in account suspension. This is urgent and action is required today.,phishing
"Hello team, the weekly meeting is scheduled for Monday at 12:00. Agenda and notes are attached. The information is also available in the course workspace. No immediate action is needed.",legitimate
Your network password expires within 4 hours. Reset it immediately using http://198.51.100.24/update. Do not ignore this final warning. This is urgent and action is required today. Failure to comply may result in account suspension.,phishing
"Your network password expires within 4 hours. Reset it immediately using http://rb.gy/checkaccess. Your account may be locked. For your safety, verify immediately. Dear user, click here to continue.",phishing
A package could not be delivered. Confirm your delivery address and phone number at http://account-billing-check.example-auth.com/login. Do not ignore this final warning. Failure to comply may result in account suspension.,phishing
The lab timetable has changed. Please see the updated calendar on the class page. No immediate action is needed. The information is also available in the course workspace.,legitimate
"A new invoice is waiting for approval. Sign in at http://rb.gy/checkaccess to review the document now. Dear user, click here to continue. Do not ignore this final warning. This is urgent and action is required today.",phishing
"A shared document has been quarantined. Review and release it using your credentials at http://198.51.100.24/update. Failure to comply may result in account suspension. For your safety, verify immediately.",phishing
We detected unusual activity on your mailbox account. Reset your password now at http://rb.gy/checkaccess. Do not ignore this final warning. Failure to comply may result in account suspension. Your account may be locked.,phishing
Your travel request for Thessaloniki has been approved. Please keep receipts for reimbursement processing. No immediate action is needed.,legitimate
The library has added new digital resources for Applied AI. Access them through the normal portal. No immediate action is needed.,legitimate
IT Support shared a document with you in the official workspace. Open it from the standard team portal. No immediate action is needed. The information is also available in the course workspace.,legitimate
"A package could not be delivered. Confirm your delivery address and phone number at http://198.51.100.24/update. For your safety, verify immediately. Your account may be locked. Dear user, click here to continue.",phishing
You are invited to the research seminar on transformer models this Monday at 09:00. Use the official portal as usual. The information is also available in the course workspace.,legitimate
The library has added new digital resources for Machine Learning. Access them through the normal portal. This message is for planning purposes only.,legitimate
Your invoice #6273 has been processed. No action is required unless you have questions for finance. The information is also available in the course workspace. No immediate action is needed.,legitimate
Course Coordinator shared a document with you in the official workspace. Open it from the standard team portal. This message is for planning purposes only.,legitimate
The IT team will perform routine maintenance on the campus VPN system this Monday. Expect a short service window. No immediate action is needed. Use the official portal as usual.,legitimate
Student services will extend office hours this week. Visit the help desk if you need support. The information is also available in the course workspace.,legitimate
Your invoice #6427 has been processed. No action is required unless you have questions for finance. Contact the instructor if you have questions.,legitimate
You are invited to the research seminar on SOC workflows this Monday at 12:00. This message is for planning purposes only.,legitimate
"A shared document has been quarantined. Review and release it using your credentials at http://account-billing-check.example-auth.com/login. This is urgent and action is required today. Dear user, click here to continue. Failure to comply may result in account suspension.",phishing
"We detected unusual activity on your university portal account. Reset your password now at http://paypa1-security.example.net/confirm. Do not ignore this final warning. For your safety, verify immediately. Failure to comply may result in account suspension.",phishing
Your travel request for Athens has been approved. Please keep receipts for reimbursement processing. This message is for planning purposes only. No immediate action is needed.,legitimate
Your travel request for Patras has been approved. Please keep receipts for reimbursement processing. Contact the instructor if you have questions.,legitimate
"Your network password expires within 4 hours. Reset it immediately using http://198.51.100.24/update. Failure to comply may result in account suspension. For your safety, verify immediately.",phishing
The IT team will perform routine maintenance on the research cloud system this Monday. Expect a short service window. No immediate action is needed. Use the official portal as usual.,legitimate
The lab timetable has changed. Please see the updated calendar on the class page. This message is for planning purposes only. The information is also available in the course workspace.,legitimate
A shared document has been quarantined. Review and release it using your credentials at http://secure-portal-review.example-login.net/verify. This is urgent and action is required today. Do not ignore this final warning.,phishing
Your travel request for Heraklion has been approved. Please keep receipts for reimbursement processing. This message is for planning purposes only. No immediate action is needed.,legitimate
"Your mailbox account requires verification today. Please confirm your login details at http://rb.gy/checkaccess to avoid interruption. Dear user, click here to continue. Failure to comply may result in account suspension. This is urgent and action is required today.",phishing
"A package could not be delivered. Confirm your delivery address and phone number at http://account-billing-check.example-auth.com/login. Dear user, click here to continue.",phishing
Your digital library access will be suspended unless you confirm your institutional credentials at http://rb.gy/checkaccess. Do not ignore this final warning.,phishing
Library Services shared a document with you in the official workspace. Open it from the standard team portal. This message is for planning purposes only.,legitimate
The IT team will perform routine maintenance on the HR portal system this Thursday. Expect a short service window. Use the official portal as usual. Contact the instructor if you have questions.,legitimate
Reminder: the Secure Systems lecture starts at 10:30 in room Online. Slides are posted on the learning portal. Contact the instructor if you have questions. The information is also available in the course workspace.,legitimate
You are invited to the research seminar on phishing defense this Tuesday at 12:00. This message is for planning purposes only. Use the official portal as usual.,legitimate
You are invited to the research seminar on privacy engineering this Wednesday at 10:30. Use the official portal as usual.,legitimate
"We detected unusual activity on your HR portal account. Reset your password now at http://account-billing-check.example-auth.com/login. For your safety, verify immediately. Dear user, click here to continue.",phishing
"A shared document has been quarantined. Review and release it using your credentials at http://rb.gy/checkaccess. For your safety, verify immediately.",phishing
The executive meeting schedule changed. Open the secure document at http://account-billing-check.example-auth.com/login and sign in to acknowledge receipt. Failure to comply may result in account suspension. This is urgent and action is required today. Do not ignore this final warning.,phishing
The lab timetable has changed. Please see the updated calendar on the class page. No immediate action is needed.,legitimate
Research Office shared a document with you in the official workspace. Open it from the standard team portal. This message is for planning purposes only. The information is also available in the course workspace.,legitimate
Reminder: the Secure Systems lecture starts at 14:00 in room Online. Slides are posted on the learning portal. Contact the instructor if you have questions.,legitimate
Your travel request for Athens has been approved. Please keep receipts for reimbursement processing. Use the official portal as usual. Contact the instructor if you have questions.,legitimate
Your invoice #4499 has been processed. No action is required unless you have questions for finance. This message is for planning purposes only. No immediate action is needed.,legitimate
The library has added new digital resources for Applied AI. Access them through the normal portal. This message is for planning purposes only. Contact the instructor if you have questions.,legitimate
Course Coordinator shared a document with you in the official workspace. Open it from the standard team portal. Contact the instructor if you have questions. This message is for planning purposes only.,legitimate
"We detected unusual activity on your document repository account. Reset your password now at http://rb.gy/checkaccess. For your safety, verify immediately.",phishing
Reminder: the Digital Forensics lecture starts at 09:00 in room B05. Slides are posted on the learning portal. No immediate action is needed.,legitimate
Student services will extend office hours this week. Visit the help desk if you need support. Use the official portal as usual. This message is for planning purposes only.,legitimate
IT Support shared a document with you in the official workspace. Open it from the standard team portal. Contact the instructor if you have questions.,legitimate
"Benefits enrollment closes today. Verify your employee information at http://rb.gy/checkaccess to avoid losing access. Dear user, click here to continue. Your account may be locked. Do not ignore this final warning.",phishing
Dr. Pappas shared a document with you in the official workspace. Open it from the standard team portal. This message is for planning purposes only. Contact the instructor if you have questions.,legitimate
Your invoice #4545 has been processed. No action is required unless you have questions for finance. This message is for planning purposes only. The information is also available in the course workspace.,legitimate
Your invoice #1867 has been processed. No action is required unless you have questions for finance. Use the official portal as usual. The information is also available in the course workspace.,legitimate
The library has added new digital resources for Secure Systems. Access them through the normal portal. Contact the instructor if you have questions. This message is for planning purposes only.,legitimate
Your travel request for Athens has been approved. Please keep receipts for reimbursement processing. Use the official portal as usual.,legitimate
You are invited to the research seminar on phishing defense this Friday at 14:00. This message is for planning purposes only.,legitimate
You are invited to the research seminar on transformer models this Friday at 10:30. The information is also available in the course workspace. Contact the instructor if you have questions.,legitimate
Your travel request for Heraklion has been approved. Please keep receipts for reimbursement processing. Contact the instructor if you have questions. This message is for planning purposes only.,legitimate
Benefits enrollment closes today. Verify your employee information at http://rb.gy/checkaccess to avoid losing access. Failure to comply may result in account suspension. Do not ignore this final warning. Your account may be locked.,phishing
The IT team will perform routine maintenance on the mailbox system this Thursday. Expect a short service window. The information is also available in the course workspace.,legitimate
The IT team will perform routine maintenance on the research cloud system this Thursday. Expect a short service window. This message is for planning purposes only. Contact the instructor if you have questions.,legitimate
"Your network password expires within 4 hours. Reset it immediately using http://secure-portal-review.example-login.net/verify. Failure to comply may result in account suspension. For your safety, verify immediately. Dear user, click here to continue.",phishing
A package could not be delivered. Confirm your delivery address and phone number at http://rb.gy/checkaccess. Failure to comply may result in account suspension. This is urgent and action is required today. Do not ignore this final warning.,phishing
Your network password expires within 4 hours. Reset it immediately using http://secure-portal-review.example-login.net/verify. This is urgent and action is required today.,phishing
Student services will extend office hours this week. Visit the help desk if you need support. Contact the instructor if you have questions.,legitimate
The library has added new digital resources for Applied AI. Access them through the normal portal. The information is also available in the course workspace.,legitimate
Your mailbox mailbox is over quota. Verify your account immediately at http://198.51.100.24/update to keep access. Your account may be locked. Failure to comply may result in account suspension.,phishing
Your invoice #1963 has been processed. No action is required unless you have questions for finance. No immediate action is needed.,legitimate
"Your student records system account requires verification today. Please confirm your login details at http://account-billing-check.example-auth.com/login to avoid interruption. Dear user, click here to continue. Do not ignore this final warning.",phishing
Library Services shared a document with you in the official workspace. Open it from the standard team portal. Contact the instructor if you have questions.,legitimate
The IT team will perform routine maintenance on the HR portal system this Wednesday. Expect a short service window. This message is for planning purposes only. Use the official portal as usual.,legitimate
"Your travel reimbursement is pending. Confirm your employee portal details at http://rb.gy/checkaccess today. This is urgent and action is required today. For your safety, verify immediately. Failure to comply may result in account suspension.",phishing
The library has added new digital resources for Cybersecurity Analytics. Access them through the normal portal. Use the official portal as usual.,legitimate
"We detected unusual activity on your student records system account. Reset your password now at http://rb.gy/checkaccess. Dear user, click here to continue. Your account may be locked.",phishing
Reminder: the Machine Learning lecture starts at 09:00 in room Online. Slides are posted on the learning portal. This message is for planning purposes only. No immediate action is needed.,legitimate
The IT team will perform routine maintenance on the student records system system this Wednesday. Expect a short service window. This message is for planning purposes only. Use the official portal as usual.,legitimate
"A shared document has been quarantined. Review and release it using your credentials at http://account-billing-check.example-auth.com/login. For your safety, verify immediately. Failure to comply may result in account suspension.",phishing
Course Coordinator shared a document with you in the official workspace. Open it from the standard team portal. This message is for planning purposes only.,legitimate
"Your travel reimbursement is pending. Confirm your employee portal details at http://198.51.100.24/update today. Failure to comply may result in account suspension. This is urgent and action is required today. Dear user, click here to continue.",phishing
Your travel request for Patras has been approved. Please keep receipts for reimbursement processing. The information is also available in the course workspace. Contact the instructor if you have questions.,legitimate
The IT team will perform routine maintenance on the research cloud system this Tuesday. Expect a short service window. This message is for planning purposes only. No immediate action is needed.,legitimate
"Hello team, the weekly meeting is scheduled for Wednesday at 16:00. Agenda and notes are attached. Use the official portal as usual. No immediate action is needed.",legitimate
You are invited to the research seminar on SOC workflows this Monday at 14:00. This message is for planning purposes only.,legitimate
Reminder: the Secure Systems lecture starts at 14:00 in room A12. Slides are posted on the learning portal. The information is also available in the course workspace. Contact the instructor if you have questions.,legitimate
Library Services shared a document with you in the official workspace. Open it from the standard team portal. This message is for planning purposes only. Contact the instructor if you have questions.,legitimate
"A shared document has been quarantined. Review and release it using your credentials at http://rb.gy/checkaccess. For your safety, verify immediately. Dear user, click here to continue. This is urgent and action is required today.",phishing
Your mailbox account requires verification today. Please confirm your login details at http://account-billing-check.example-auth.com/login to avoid interruption. This is urgent and action is required today. Your account may be locked. Do not ignore this final warning.,phishing
"The executive meeting schedule changed. Open the secure document at http://paypa1-security.example.net/confirm and sign in to acknowledge receipt. Dear user, click here to continue. This is urgent and action is required today. Failure to comply may result in account suspension.",phishing
The library has added new digital resources for Secure Systems. Access them through the normal portal. Contact the instructor if you have questions. This message is for planning purposes only.,legitimate
Your digital library access will be suspended unless you confirm your institutional credentials at http://198.51.100.24/update. This is urgent and action is required today.,phishing
Reminder: the Applied AI lecture starts at 16:00 in room Lab-3. Slides are posted on the learning portal. The information is also available in the course workspace. This message is for planning purposes only.,legitimate
Dr. Pappas shared a document with you in the official workspace. Open it from the standard team portal. The information is also available in the course workspace. This message is for planning purposes only.,legitimate
Your digital library access will be suspended unless you confirm your institutional credentials at http://account-billing-check.example-auth.com/login. This is urgent and action is required today. Your account may be locked.,phishing
The executive meeting schedule changed. Open the secure document at http://secure-portal-review.example-login.net/verify and sign in to acknowledge receipt. Failure to comply may result in account suspension.,phishing
"Your university portal mailbox is over quota. Verify your account immediately at http://198.51.100.24/update to keep access. Your account may be locked. Dear user, click here to continue. This is urgent and action is required today.",phishing
